asin,name,date,rating,review,brandName,product,clean_review_text
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2019-03-12,1,There is nothing gentle about this shampoo Himalaya does not disclose its entire ingredient list and contains methylchloroisothiazolinone which is proven to toxic Why cheat consumers like this ,Himalaya,Baby-Shampoo-400-ml,nothing gentle shampoo himalaya disclose entire ingredient list contains methylchloroisothiazolinone proven toxic cheat consumers like
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-12-05,1,From Amazon they send my package very safely so it m happy with their services but this shampoo is not suitable for adults i ordered it for myself btw i m 20 and u can t believe how horrible it s result is actually i ordered it for decreasing my hair fall but using 1time my hair fall increase horribly and my hair became so sticky that i can t explain i never use that shampoo after that it was just a waste of money,Himalaya,Baby-Shampoo-400-ml,amazon send package safely happy services shampoo suitable adults ordered btw 20 u believe horrible result actually ordered decreasing hair fall using 1time hair fall increase horribly hair became sticky explain never use shampoo waste money
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-06-13,3,Don t know if just our bottle was duplicate or not as it was discounted and my son and daughter had instant hair loss Threw it out and reverted to Johnson and the hair loss stopped after another 2 days Will not use this again,Himalaya,Baby-Shampoo-400-ml,know bottle duplicate discounted son daughter instant hair loss threw reverted johnson hair loss stopped another 2 days use
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-06-09,5,Great shampoo Sulfate free mild soothing fragrance Make sure you take a lot more than you usually do for it to feel sufficient Also rub your palms together to create a soft lather and then rub on to scalp hair This is important Really useful to those with curly hair Gentle enough for your little one ,Himalaya,Baby-Shampoo-400-ml,great shampoo sulfate free mild soothing fragrance make sure take lot usually feel sufficient also rub palms together create soft lather rub scalp hair important really useful curly hair gentle enough little one
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2019-02-28,1,I bought 100ml pack at local shop to try it and I loved the fragrance and it leaves my baby hair smooth with a lovely lingering smell So I ordered a 400ml pack at Amazon Rs 168 The one I bought at local store is very thick with almost gel like consistency doesn t even spill out even if the cap is open and lying down have to really squeeze it out But the one I bought from Amazon is so watery and runny Spills out in an instant without even squeezing bottle There is no seal on bottle so there s no telling if the content is genuine or tampered with maybe diluted who knows ,Himalaya,Baby-Shampoo-400-ml,bought 100ml pack local shop try loved fragrance leaves baby hair smooth lovely lingering smell ordered 400ml pack amazon rs 168 one bought local store thick almost gel like consistency even spill even cap open lying really squeeze one bought amazon watery runny spills instant without even squeezing bottle seal bottle telling content genuine tampered maybe diluted knows
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-07-28,5,Hai guys The product arrived within one of ordering so Thumsup Amazon for that Positives Received a brand new product Mfg date 03 18 Smells smooth and heavenly No skin irritation or any other allergic reactions The strength of this shampoo was so mild The kid was not even crying during his bath Cheaper than the local retail stores Thanks 4 reading ,Himalaya,Baby-Shampoo-400-ml,hai guys product arrived within one ordering thumsup amazon positives received brand new product mfg date 03 18 smells smooth heavenly skin irritation allergic reactions strength shampoo mild kid even crying bath cheaper local retail stores thanks 4 reading
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-03-08,4,I have been holding off on buying shampoo for my kids b c even the natural shampoos have tons of chemicals and cause dandruff in their hair This shampoo is wonderful it s very gentle and smells good too Their scalps were not irritated by it so it s good for sensitive skin Very good product from amazon,Himalaya,Baby-Shampoo-400-ml,holding buying shampoo kids b c even natural shampoos tons chemicals cause dandruff hair shampoo wonderful gentle smells good scalps irritated good sensitive skin good product amazon
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-11-24,5,Being a mom I am very peculiar about the cosmetics I use for my baby and I always try to use non chemical based cosmetics for my baby I have tried few so called big foreign brands before but results were below average and at last tried himalaya baby shampoo and the results were just astonishing All thr natural oil of my babies hairs were abck to normal hairs were were soft hardly any itching in eyes It s a must buy products for all thr moms who love their babies 5 product,Himalaya,Baby-Shampoo-400-ml,mom peculiar cosmetics use baby always try use non chemical based cosmetics baby tried called big foreign brands results average last tried himalaya baby shampoo results astonishing thr natural oil babies hairs abck normal hairs soft hardly itching eyes must buy products thr moms love babies 5 product
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-04-17,5,I used this for my own hair and its actually good for the times when u r having trouble with ur hair and nothingsuits ur hair is falling off soits better to use something as mild as the baby shampoo This gives shine and makes ur hair soft but dont rely on this shampoo for removing oil from ur hair this is way mild for that ,Himalaya,Baby-Shampoo-400-ml,used hair actually good times u r trouble ur hair nothingsuits ur hair falling soits better use something mild baby shampoo gives shine makes ur hair soft dont rely shampoo removing oil ur hair way mild
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-08-06,5,I have curly hair and am recovering from heat damage hence went natural about 3 months ago Needed CG friendly shampoo and this one does the job The consistency is thick like any other shampoo and it is a clear liquid Since it is a baby shampoo if you are an adult you may require a good 10 ml shampoo for one time use Given the price it is worth it Leaves hair and scalp feeling clean ,Himalaya,Baby-Shampoo-400-ml,curly hair recovering heat damage hence went natural 3 months ago needed cg friendly shampoo one job consistency thick like shampoo clear liquid since baby shampoo adult may require good 10 ml shampoo one time use given price worth leaves hair scalp feeling clean
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2019-03-12,1,There is nothing gentle about this shampoo Himalaya does not disclose its entire ingredient list and contains methylchloroisothiazolinone which is proven to toxic Why cheat consumers like this ,Himalaya,Baby-Shampoo-400-ml,nothing gentle shampoo himalaya disclose entire ingredient list contains methylchloroisothiazolinone proven toxic cheat consumers like
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-12-05,1,From Amazon they send my package very safely so it m happy with their services but this shampoo is not suitable for adults i ordered it for myself btw i m 20 and u can t believe how horrible it s result is actually i ordered it for decreasing my hair fall but using 1time my hair fall increase horribly and my hair became so sticky that i can t explain i never use that shampoo after that it was just a waste of money,Himalaya,Baby-Shampoo-400-ml,amazon send package safely happy services shampoo suitable adults ordered btw 20 u believe horrible result actually ordered decreasing hair fall using 1time hair fall increase horribly hair became sticky explain never use shampoo waste money
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-06-13,3,Don t know if just our bottle was duplicate or not as it was discounted and my son and daughter had instant hair loss Threw it out and reverted to Johnson and the hair loss stopped after another 2 days Will not use this again,Himalaya,Baby-Shampoo-400-ml,know bottle duplicate discounted son daughter instant hair loss threw reverted johnson hair loss stopped another 2 days use
B075B7WDJY,Himalaya-Baby-Shampoo-400-ml,2018-06-09,5,Great shampoo Sulfate free mild soothing fragrance Make sure you take a lot more than you usually do for it to feel sufficient Also rub your palms together to create a soft lather and then rub on to scalp hair This is important Really useful to those with curly hair Gentle enough for your little one ,Himalaya,Baby-Shampoo-400-ml,great shampoo sulfate free mild soothing fragrance make sure take lot usually feel sufficient also rub palms together create soft lather rub scalp hair important really useful curly hair gentle enough little one
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2018-05-08,4,Very Nice Product It is very light weighted and quickly gets absorbed so that you don t feel creamy when you get out using this It gives a smooth feeling to our skin and will not irritated your skin at all This product is a lotion and not a moisturizer so it is not a replaced for that this is baby lotion too It works very well for your skin As this is not an oily lotion which will not make you sweat even in hot summer It smells good and leaves skin smooth afterwards Even though this is a baby lotion people with very sensitive skin can also use this one as it is good for damaged skin too After using for many months i can say it rebuilds your skin Himalaya is now not using Paraben for Baby lotion so the lotion is safe than before This lotion is not greesy at all Please go for Original product as duplicates are out there ,Himalaya,4003F-Baby-Lotion-400ml,nice product light weighted quickly gets absorbed feel creamy get using gives smooth feeling skin irritated skin product lotion moisturizer replaced baby lotion works well skin oily lotion make sweat even hot summer smells good leaves skin smooth afterwards even though baby lotion people sensitive skin also use one good damaged skin using many months say rebuilds skin himalaya using paraben baby lotion lotion safe lotion greesy please go original product duplicates
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2018-03-19,4,I bought this for myself because it came up under a search for vegan lotion However I will continue buying it because it is so lightweight and quickly absorbed I live in the desert and am impressed by how much it hydrates my skin Thank you Amazon,Himalaya,4003F-Baby-Lotion-400ml,bought came search vegan lotion however continue buying lightweight quickly absorbed live desert impressed much hydrates skin thank amazon
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2019-01-07,5,This is one of the best baby lotion in Market I got this at Rs 67 only As it is from Himalaya I need not to write anything about quality as Himalaya products are always best in class ,Himalaya,4003F-Baby-Lotion-400ml,one best baby lotion market got rs 67 himalaya need write anything quality himalaya products always best class
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2018-05-23,4,Best product for kids,Himalaya,4003F-Baby-Lotion-400ml,best product kids
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2019-02-28,4,I ve ordered it 3 times and likely to order again Unlike the 400ml Himalaya gentle baby shampoo or gentle baby bath which has no seals this lotion comes in clear laminated sealed pack and I ve received it in good condition and packing all the 3 times I ordered Although it s tad light it s okay for baby skin I love it s fragrance leaves my baby smelling nice and I use it myself too but it s too light for my dry skin but of course it s meant mainly for babies One winning feature about this particular 400ml pack is it s pump feature makes it lot easier to literally use it singlehandedly which comes in real handy if you ve to hold a squirming wriggling baby with your other hand Update I ve ordered my 9th bottle Initially seller give one bottle but nowadays the minimum quantity is 2 bottles But it s okay your baby is going to use it every day and they come with very good shelf life so you finish them long before it s expiry date ,Himalaya,4003F-Baby-Lotion-400ml,ordered 3 times likely order unlike 400ml himalaya gentle baby shampoo gentle baby bath seals lotion comes clear laminated sealed pack received good condition packing 3 times ordered although tad light okay baby skin love fragrance leaves baby smelling nice use light dry skin course meant mainly babies one winning feature particular 400ml pack pump feature makes lot easier literally use singlehandedly comes real handy hold squirming wriggling baby hand update ordered 9th bottle initially seller give one bottle nowadays minimum quantity 2 bottles okay baby going use every day come good shelf life finish long expiry date
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2017-07-10,1,Damn my bad i ordered this product without reading all the reviews me too got damaged watery bad lotion now im not sure whether to use it or throw it away bad lotion smells bad looks messy and leaked all over the package trying to return it but it says THIS ITEM IS NOT ELIGIBLE FOR RETURN Seriously amazon sucks these days TOO BAD WORST WORST WORST PRODUCT p s i dont want to give any star but its asking me to do it so i can stop others from buying this waste trash ,Himalaya,4003F-Baby-Lotion-400ml,damn bad ordered product without reading reviews got damaged watery bad lotion im sure whether use throw away bad lotion smells bad looks messy leaked package trying return says item eligible return seriously amazon sucks days bad worst worst worst product p dont want give star asking stop others buying waste trash
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2020-06-13,4,Recieved broken bottle cap Bad packaging from seller plz check image attached This is how I got it Himalaya products are no doubt good with nice mild fragrance I prefer himalaya over any other brands specially for my baby Baby wash from himalaya I myself have tried for washing my face n it actually is no tear baby wash unlike other who claim to be no tear but are irritant to eyes ,Himalaya,4003F-Baby-Lotion-400ml,recieved broken bottle cap bad packaging seller plz check image attached got himalaya products doubt good nice mild fragrance prefer himalaya brands specially baby baby wash himalaya tried washing face n actually tear baby wash unlike claim tear irritant eyes
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2018-02-03,5,Himalaya babycare baby lotion is specially formulated to restore the skin s natural beauty Great product enriched with almond oil that restore skin s moisture olive oil which improves skin luster and yashtimadhu and country mallow which soothes the skin It contains 100 herbal actives so perfect for baby s skin Highly recommend it ,Himalaya,4003F-Baby-Lotion-400ml,himalaya babycare baby lotion specially formulated restore skin natural beauty great product enriched almond oil restore skin moisture olive oil improves skin luster yashtimadhu country mallow soothes skin contains 100 herbal actives perfect baby skin highly recommend
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2017-09-11,1,Purchased Himalaya baby lotion for my one year old baby After applying this lotion her face became red and we could clearly sense that it was an allergy caused by using this baby lotion Himalaya Amazon should take note of this urgently and should check for batch no 59700545 dated Jul 2017 Take prompt action else may have to lodge legal complaint against the same ,Himalaya,4003F-Baby-Lotion-400ml,purchased himalaya baby lotion one year old baby applying lotion face became red could clearly sense allergy caused using baby lotion himalaya amazon take note urgently check batch 59700545 dated jul 2017 take prompt action else may lodge legal complaint
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2016-11-04,1,Please do not buy this product This is an old product manufactured in 2015 when Himalaya was using Paraben based ingredients which are harmful for the baby s skin You can search the Internet for harmful effects of Paraben Now Himalaya has removed Paraben from the newly manufactured Baby Lotion Buy the most recent stock The product will have Free from Paraben highlighted on the bottle Save your baby s skin by not ordering this product ,Himalaya,4003F-Baby-Lotion-400ml,please buy product old product manufactured 2015 himalaya using paraben based ingredients harmful baby skin search internet harmful effects paraben himalaya removed paraben newly manufactured baby lotion buy recent stock product free paraben highlighted bottle save baby skin ordering product
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2018-05-08,4,Very Nice Product It is very light weighted and quickly gets absorbed so that you don t feel creamy when you get out using this It gives a smooth feeling to our skin and will not irritated your skin at all This product is a lotion and not a moisturizer so it is not a replaced for that this is baby lotion too It works very well for your skin As this is not an oily lotion which will not make you sweat even in hot summer It smells good and leaves skin smooth afterwards Even though this is a baby lotion people with very sensitive skin can also use this one as it is good for damaged skin too After using for many months i can say it rebuilds your skin Himalaya is now not using Paraben for Baby lotion so the lotion is safe than before This lotion is not greesy at all Please go for Original product as duplicates are out there ,Himalaya,4003F-Baby-Lotion-400ml,nice product light weighted quickly gets absorbed feel creamy get using gives smooth feeling skin irritated skin product lotion moisturizer replaced baby lotion works well skin oily lotion make sweat even hot summer smells good leaves skin smooth afterwards even though baby lotion people sensitive skin also use one good damaged skin using many months say rebuilds skin himalaya using paraben baby lotion lotion safe lotion greesy please go original product duplicates
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2018-03-19,4,I bought this for myself because it came up under a search for vegan lotion However I will continue buying it because it is so lightweight and quickly absorbed I live in the desert and am impressed by how much it hydrates my skin Thank you Amazon,Himalaya,4003F-Baby-Lotion-400ml,bought came search vegan lotion however continue buying lightweight quickly absorbed live desert impressed much hydrates skin thank amazon
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2019-01-07,5,This is one of the best baby lotion in Market I got this at Rs 67 only As it is from Himalaya I need not to write anything about quality as Himalaya products are always best in class ,Himalaya,4003F-Baby-Lotion-400ml,one best baby lotion market got rs 67 himalaya need write anything quality himalaya products always best class
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2018-05-23,4,Best product for kids,Himalaya,4003F-Baby-Lotion-400ml,best product kids
B01IEO84OM,Himalaya-4003F-Baby-Lotion-400ml,2019-02-28,4,I ve ordered it 3 times and likely to order again Unlike the 400ml Himalaya gentle baby shampoo or gentle baby bath which has no seals this lotion comes in clear laminated sealed pack and I ve received it in good condition and packing all the 3 times I ordered Although it s tad light it s okay for baby skin I love it s fragrance leaves my baby smelling nice and I use it myself too but it s too light for my dry skin but of course it s meant mainly for babies One winning feature about this particular 400ml pack is it s pump feature makes it lot easier to literally use it singlehandedly which comes in real handy if you ve to hold a squirming wriggling baby with your other hand Update I ve ordered my 9th bottle Initially seller give one bottle but nowadays the minimum quantity is 2 bottles But it s okay your baby is going to use it every day and they come with very good shelf life so you finish them long before it s expiry date ,Himalaya,4003F-Baby-Lotion-400ml,ordered 3 times likely order unlike 400ml himalaya gentle baby shampoo gentle baby bath seals lotion comes clear laminated sealed pack received good condition packing 3 times ordered although tad light okay baby skin love fragrance leaves baby smelling nice use light dry skin course meant mainly babies one winning feature particular 400ml pack pump feature makes lot easier literally use singlehandedly comes real handy hold squirming wriggling baby hand update ordered 9th bottle initially seller give one bottle nowadays minimum quantity 2 bottles okay baby going use every day come good shelf life finish long expiry date
